OCC,mission,region,island,site,year,lat,long,zone,depth,calcifiers,coral,cca,macroalgae,encrusting,halimeda,softcoral,turf,sediment,invertebrate,siteG,siteG_lwr,siteG_upr,islandB,islandB_lwr,islandB_upr,G,G_lwr,G_upr,dnta,dnta_lwr,dnta_upr,BCC,CDP,CVI,DHW_2014,DHW_2015,DHW_2016,DHW_2017,last_year_bleached,maxDHW,bleaching
OCC-WAK-013,HA1701,PRIAs,Wake,WAK-00008,2017,19.31621,166.59827,Forereef,Mid,32.467532471,26.40692641,6.060606061,3.03030303,17.31601732,0.865800866,1.298701299,45.02164502,0,0,2.5136796536916997,2.0316017316106,3.090000000015,7.62201128347064,1.46655566538764,13.7774669015536,-1.2973259880436205,-4.8571317191662,2.35672216732118,13.825100210582795,6.3679527194049115,21.126988942858134,neutral,positive,neutral,8.09999981895089,7.08999984152615,1.25999997183681,5.38999987952411,2017,8.09999981895089,severe
OCC-ROS-002,HA1801,SAMOA,Rose,ROS-00001,2018,-14.5395,-168.1457,Forereef,Mid,59.851301109999994,24.16356877,35.68773234,7.80669145,17.10037175,0.371747212,0,14.86988848,0,0,3.04535316004575,2.2853159852910503,3.8888475838750503,0.550297005337554,0.270357028636228,0.830236982038881,2.770204657376973,1.8701974942716098,3.753669069556936,5.606615817329309,2.398309813528158,8.603456132224892,positive,positive,positive,4.69999989494681,6.60999985225499,4.37999990209937,8.75999980419874,2017,8.75999980419874,severe
OCC-ROS-013,HA1801,SAMOA,Rose,ROS-00023,2018,-14.542217,-168.1727,Forereef,Mid,80.88235294,22.42647059,58.45588235,1.838235294,11.76470588,0.367647059,0.367647059,4.779411765,0,0,2.73553308823995,2.09645220586755,3.46027573531995,0.550297005337554,0.270357028636228,0.830236982038881,2.460384585571173,1.6813337148481093,3.325097221001836,12.272225845863582,8.976706333679886,15.351937501548946,positive,positive,positive,4.36999990232289,6.66999985091388,4.4199999012053,9.01999979838729,2017,9.01999979838729,severe
OCC-ROS-014,HA1801,SAMOA,Rose,ROS-00006,2018,-14.53644,-168.16515,Forereef,Mid,76.42585550999999,11.02661597,65.39923954,0.760456274,9.125475285,2.281368821,0,11.02661597,0,0.380228137,1.2669391636065,0.9292965780316,1.65526615983,0.550297005337554,0.270357028636228,0.830236982038881,0.991790660937723,0.5141780870121595,1.520087645511886,10.846903235721053,7.136202049735402,14.316508509856249,positive,positive,positive,4.36999990232289,6.66999985091388,4.4199999012053,9.01999979838729,2017,9.01999979838729,severe
OCC-SWA-001,HA1801,SAMOA,Swains,SWA-00008,2018,-11.04568868,-171.0770818,Forereef,Mid,61.347517734,55.31914894,6.028368794,14.89361702,9.219858156,0,0,7.446808511,0,7.092198582,4.4161170209936,3.7790957444448,5.1786347514408,0.110670459816089,0.0409980400464571,0.180342879585721,4.3607817910855555,3.6889243046519393,5.1581357314175715,15.919377950006492,12.89749773018184,18.74273033297004,positive,positive,positive,0.149999996647239,2.50999994389713,6.83999984711409,0.719999983906746,2016,6.83999984711409,significant
OCC-SWA-005,HA1801,SAMOA,Swains,SWA-00001,2018,-11.06829,-171.08122,Forereef,Mid,32.60869565,10.86956522,21.73913043,7.608695652,37.68115942,0.362318841,0,20.28985507,0.362318841,1.086956522,0.7881521740468499,0.64880434793005,0.95760869582095,0.110670459816089,0.0409980400464571,0.180342879585721,0.7328169441388054,0.5586329081371896,0.9371096757977214,6.621497524935118,4.381646611466749,8.710793716089938,positive,positive,positive,0.149999996647239,2.4699999447912,6.31999985873699,0.719999983906746,2016,6.31999985873699,significant
OCC-TAU-005,HA1801,SAMOA,Tau,TAU-00007,2018,-14.22728,-169.41792,Forereef,Mid,53.741496600000005,36.73469388,17.00680272,0,13.94557823,0,0,30.6122449,0.680272109,1.020408163,2.8771428568321498,2.39251700653495,3.51384353705715,0.390195150268603,0.282918533148015,0.49747176738919,2.682045281697848,2.143781122840355,3.3723842704831424,37.663646356512196,25.998436052983834,48.710161448755116,positive,positive,positive,2.30999994836748,7.91999982297421,4.84999989159405,8.57999980822206,2017,8.57999980822206,severe
OCC-TAU-007,HA1801,SAMOA,Tau,TAU-00002,2018,-14.25116,-169.44694,Forereef,Mid,54.452054796,45.89041096,8.561643836,0,12.32876712,0.342465753,0.342465753,28.08219178,0.684931507,3.767123288,3.437294520988,2.8732534250220003,4.1910958909577,0.390195150268603,0.282918533148015,0.49747176738919,3.2421969458536983,2.624517541327405,4.049636624383693,32.28298402002323,19.691726798846048,44.22067454416856,positive,positive,positive,2.44999994523823,7.79999982565641,4.74999989382923,9.01999979838729,2017,9.01999979838729,severe
OCC-TAU-011,HA1801,SAMOA,Tau,TAU-00012,2018,-14.25755,-169.50068,Forereef,Mid,42.61744967,24.16107383,18.45637584,0.67114094,14.09395973,1.677852349,0,38.25503356,1.006711409,1.677852349,2.71936241642415,2.29020134254365,3.21080536950745,0.390195150268603,0.282918533148015,0.49747176738919,2.5242648412898485,2.041465458849055,3.0693461029334426,24.868335638873987,13.627976822862365,35.501924812542256,positive,positive,positive,2.2399999499321,7.92999982275069,4.67999989539385,9.60999978519976,2017,9.60999978519976,severe
OCC-TAU-013,HA1801,SAMOA,Tau,TAU-00011,2018,-14.21738,-169.51308,Forereef,Mid,56.902356904,53.1986532,3.703703704,0,5.050505051,0,0,37.03703704,0.336700337,0.673400673,5.423569023904499,4.6396296299114,6.484545454955501,0.390195150268603,0.282918533148015,0.49747176738919,5.228471448770198,4.390893746216805,6.343086188381493,42.10305742686804,29.217331278087386,54.32832635094064,positive,positive,positive,2.22999995015562,8.05999981984496,4.63999989628792,9.27999979257584,2017,9.27999979257584,severe
OCC-TUT-002,HA1801,SAMOA,Tutuila,TUT-00072,2018,-14.24479,-170.66006,Forereef,Mid,59.726962459999996,38.5665529,21.16040956,0.682593857,25.2559727,0.341296928,0,13.99317406,0,0,7.28663822433015,5.9371501698376505,9.45943685885795,0.487377149003223,0.311412727324866,0.663341570681581,7.042949649828539,5.60547938449686,9.303730495195516,12.147111025598178,9.218953720228455,15.310495865514895,positive,positive,positive,1.97999995574355,7.31999983638525,3.97999991104007,8.08999981917441,2017,8.08999981917441,severe
OCC-TUT-005,HA1801,SAMOA,Tutuila,TUT-00017,2018,-14.24606,-170.57182,Forereef,Mid,63.66782007,30.44982699,33.21799308,0,27.6816609,0,0,8.650519031,0,0,3.31192041489845,2.5990138405610503,4.23465397882745,0.487377149003223,0.311412727324866,0.663341570681581,3.0682318403968387,2.26734305522026,4.078947615165017,5.608071393176867,4.055434550394239,7.054782696741768,positive,positive,positive,2.49999994412065,6.49999985471368,4.019999910146,8.90999980084598,2017,8.90999980084598,severe
OCC-TUT-017,HA1801,SAMOA,Tutuila,TUT-00075,2018,-14.36351,-170.7632,Forereef,Mid,53.04054054,30.74324324,22.2972973,3.716216216,29.05405405,0.675675676,0,12.83783784,0.337837838,0.337837838,2.5381081081983496,2.0596621622299502,3.16918918931295,0.487377149003223,0.311412727324866,0.663341570681581,2.2944195336967383,1.7279913768891597,3.013482825650517,21.658580390595414,19.23149225118459,24.27701245084063,positive,positive,positive,1.47999996691942,7.49999983236194,3.43999992311001,7.52999983169138,2017,7.52999983169138,significant
OCC-TUT-022,HA1801,SAMOA,Tutuila,TUT-00074,2018,-14.29461,-170.81192,Forereef,Mid,25,13.85135135,11.14864865,0,12.5,0,0,61.48648649,1.013513514,0,0.8677364866006,0.6581081082171,1.131891892014,0.487377149003223,0.311412727324866,0.663341570681581,0.6240479120989885,0.3264373228763095,0.976185528351567,9.523307643383646,-1.2119949880971035,21.115599084523637,positive,neutral,neutral,1.90999995730817,8.32999981380999,4.44999990053475,8.05999981984496,2017,8.32999981380999,severe
OCC-TUT-025,HA1801,SAMOA,Tutuila,TUT-00019,2018,-14.28323,-170.72801,Forereef,Mid,31.756756758999998,9.459459459,22.2972973,1.689189189,27.7027027,5.067567568,0.337837838,30.40540541,2.027027027,1.013513514,0.9857094596802499,0.83189189208995,1.17229729754205,0.487377149003223,0.311412727324866,0.663341570681581,0.7420208851786384,0.5002211067491595,1.016590933879617,17.94986540687887,12.189224053453927,24.19896575579014,positive,positive,positive,1.79999995976686,7.23999983817339,3.89999991282821,7.60999982990324,2017,7.60999982990324,significant
